user_id,group,impressions,device,campaign_date,clicks,converted,time_spent
46,treatment,0,mobile,2024-01-01 00:45:00,0,0,148
47,control,0,mobile,2024-01-01 00:46:00,0,0,55
48,treatment,3,mobile,2024-01-01 00:47:00,0,0,123
49,treatment,4,desktop,2024-01-01 00:48:00,0,0,141
50,control,6,desktop,2024-01-01 00:49:00,0,0,119
51,treatment,4,mobile,2024-01-01 00:50:00,0,0,141
52,treatment,2,desktop,2024-01-01 00:51:00,0,0,98
53,treatment,2,desktop,2024-01-01 00:52:00,0,0,102
54,treatment,8,mobile,2024-01-01 00:53:00,0,0,95
55,treatment,4,desktop,2024-01-01 00:54:00,0,0,160
56,treatment,3,desktop,2024-01-01 00:55:00,0,0,89
57,control,1,mobile,2024-01-01 00:56:00,0,0,43
58,control,2,desktop,2024-01-01 00:57:00,0,0,103
59,control,1,mobile,2024-01-01 00:58:00,1,0,54
60,control,3,mobile,2024-01-01 00:59:00,0,0,136
61,control,4,desktop,2024-01-01 01:00:00,0,0,94
62,control,0,desktop,2024-01-01 01:01:00,1,1,119
63,treatment,2,desktop,2024-01-01 01:02:00,0,0,118
64,control,5,mobile,2024-01-01 01:03:00,0,0,152
65,control,5,desktop,2024-01-01 01:04:00,0,0,95
66,treatment,3,mobile,2024-01-01 01:05:00,1,0,107
67,control,1,mobile,2024-01-01 01:06:00,0,0,78
68,treatment,3,mobile,2024-01-01 01:07:00,0,0,107
69,control,2,mobile,2024-01-01 01:08:00,0,0,50
70,treatment,5,mobile,2024-01-01 01:09:00,0,0,100
71,treatment,1,desktop,2024-01-01 01:10:00,0,0,106
72,control,3,desktop,2024-01-01 01:11:00,0,0,85
73,control,3,desktop,2024-01-01 01:12:00,0,0,119
74,treatment,4,desktop,2024-01-01 01:13:00,0,0,151
75,treatment,2,mobile,2024-01-01 01:14:00,0,0,154
76,treatment,2,desktop,2024-01-01 01:15:00,0,0,58
77,treatment,1,desktop,2024-01-01 01:16:00,0,0,94
78,control,0,mobile,2024-01-01 01:17:00,0,0,116
79,control,2,desktop,2024-01-01 01:18:00,0,0,87
80,control,2,mobile,2024-01-01 01:19:00,0,0,85
81,treatment,1,mobile,2024-01-01 01:20:00,0,0,131
82,treatment,5,mobile,2024-01-01 01:21:00,0,0,142
83,control,7,desktop,2024-01-01 01:22:00,0,0,59
84,control,2,desktop,2024-01-01 01:23:00,0,0,115
85,control,2,mobile,2024-01-01 01:24:00,0,0,120
86,control,2,mobile,2024-01-01 01:25:00,0,0,140
87,treatment,1,desktop,2024-01-01 01:26:00,0,0,91
88,treatment,2,desktop,2024-01-01 01:27:00,0,0,69
89,treatment,2,mobile,2024-01-01 01:28:00,0,0,97
90,control,5,mobile,2024-01-01 01:29:00,0,0,104
91,control,0,desktop,2024-01-01 01:30:00,0,0,96
92,treatment,3,mobile,2024-01-01 01:31:00,0,0,95
93,treatment,2,mobile,2024-01-01 01:32:00,0,0,120
94,treatment,5,mobile,2024-01-01 01:33:00,0,0,111
95,treatment,3,desktop,2024-01-01 01:34:00,0,0,149
96,control,5,desktop,2024-01-01 01:35:00,0,0,130
97,treatment,6,mobile,2024-01-01 01:36:00,0,0,167
98,control,3,mobile,2024-01-01 01:37:00,0,0,78
99,control,5,mobile,2024-01-01 01:38:00,0,0,66
100,control,2,mobile,2024-01-01 01:39:00,0,0,85
101,control,0,mobile,2024-01-01 01:40:00,0,0,105
102,treatment,6,mobile,2024-01-01 01:41:00,0,0,86
103,control,5,mobile,2024-01-01 01:42:00,0,0,115
104,treatment,3,mobile,2024-01-01 01:43:00,0,0,143
105,treatment,6,desktop,2024-01-01 01:44:00,0,0,69
106,control,3,desktop,2024-01-01 01:45:00,0,0,51
107,control,1,mobile,2024-01-01 01:46:00,0,0,106
108,treatment,0,mobile,2024-01-01 01:47:00,0,0,116
109,control,2,mobile,2024-01-01 01:48:00,0,0,137
110,control,2,desktop,2024-01-01 01:49:00,0,0,111
111,control,4,mobile,2024-01-01 01:50:00,0,0,92
112,control,5,mobile,2024-01-01 01:51:00,0,0,126
113,treatment,1,desktop,2024-01-01 01:52:00,0,0,106
114,treatment,4,desktop,2024-01-01 01:53:00,0,0,142
115,treatment,3,mobile,2024-01-01 01:54:00,0,0,132
116,treatment,2,mobile,2024-01-01 01:55:00,0,0,104
117,treatment,3,desktop,2024-01-01 01:56:00,0,0,39
118,control,2,desktop,2024-01-01 01:57:00,0,0,43
119,treatment,3,mobile,2024-01-01 01:58:00,1,0,112
120,treatment,5,desktop,2024-01-01 01:59:00,0,0,63
121,treatment,2,mobile,2024-01-01 02:00:00,0,0,86
122,treatment,5,desktop,2024-01-01 02:01:00,0,0,97
123,control,1,mobile,2024-01-01 02:02:00,0,0,104
124,control,0,desktop,2024-01-01 02:03:00,0,0,40
125,control,4,desktop,2024-01-01 02:04:00,0,0,74
126,control,6,mobile,2024-01-01 02:05:00,0,0,115
127,treatment,4,desktop,2024-01-01 02:06:00,0,0,20
128,treatment,3,mobile,2024-01-01 02:07:00,0,0,91
129,control,5,mobile,2024-01-01 02:08:00,0,0,42
130,treatment,2,mobile,2024-01-01 02:09:00,0,0,165
131,control,2,desktop,2024-01-01 02:10:00,0,0,115
132,control,2,mobile,2024-01-01 02:11:00,0,0,111
133,control,4,desktop,2024-01-01 02:12:00,0,0,143
134,control,3,desktop,2024-01-01 02:13:00,0,0,70
135,treatment,5,mobile,2024-01-01 02:14:00,0,0,108
136,control,2,mobile,2024-01-01 02:15:00,0,0,99
137,treatment,2,desktop,2024-01-01 02:16:00,0,0,110
138,treatment,3,desktop,2024-01-01 02:17:00,0,0,122
139,control,3,mobile,2024-01-01 02:18:00,0,0,67
140,treatment,4,mobile,2024-01-01 02:19:00,0,0,118
141,treatment,1,mobile,2024-01-01 02:20:00,0,0,143
142,control,0,mobile,2024-01-01 02:21:00,0,0,106
143,control,1,mobile,2024-01-01 02:22:00,0,0,98
144,control,4,mobile,2024-01-01 02:23:00,0,0,118
145,control,3,mobile,2024-01-01 02:24:00,0,0,100
146,control,4,mobile,2024-01-01 02:25:00,0,0,112
147,treatment,1,desktop,2024-01-01 02:26:00,0,0,119
148,treatment,5,desktop,2024-01-01 02:27:00,0,0,123
149,control,3,mobile,2024-01-01 02:28:00,0,0,90
150,control,4,desktop,2024-01-01 02:29:00,0,0,2
151,treatment,4,mobile,2024-01-01 02:30:00,0,0,90
152,control,4,desktop,2024-01-01 02:31:00,0,0,71
153,control,1,desktop,2024-01-01 02:32:00,0,0,86
154,control,4,desktop,2024-01-01 02:33:00,0,0,62
155,treatment,3,mobile,2024-01-01 02:34:00,0,0,56
156,control,2,mobile,2024-01-01 02:35:00,1,0,63
157,treatment,5,mobile,2024-01-01 02:36:00,1,0,126
158,treatment,4,mobile,2024-01-01 02:37:00,0,0,74
159,control,3,mobile,2024-01-01 02:38:00,0,0,71
160,treatment,4,mobile,2024-01-01 02:39:00,0,0,97
161,control,4,desktop,2024-01-01 02:40:00,0,0,75
162,treatment,3,mobile,2024-01-01 02:41:00,0,0,114
163,treatment,1,mobile,2024-01-01 02:42:00,1,1,71
164,treatment,2,mobile,2024-01-01 02:43:00,0,0,99
165,control,0,mobile,2024-01-01 02:44:00,0,0,67
166,treatment,4,desktop,2024-01-01 02:45:00,0,0,63
167,control,1,mobile,2024-01-01 02:46:00,0,0,96
168,control,5,mobile,2024-01-01 02:47:00,0,0,83
169,control,1,mobile,2024-01-01 02:48:00,0,0,85
170,treatment,4,desktop,2024-01-01 02:49:00,0,0,126
171,treatment,1,mobile,2024-01-01 02:50:00,0,0,58
172,control,6,desktop,2024-01-01 02:51:00,1,0,55
173,treatment,4,mobile,2024-01-01 02:52:00,0,0,106
174,control,1,desktop,2024-01-01 02:53:00,0,0,73
175,treatment,3,mobile,2024-01-01 02:54:00,1,0,129
176,control,3,mobile,2024-01-01 02:55:00,0,0,93
177,treatment,4,mobile,2024-01-01 02:56:00,0,0,99
178,control,2,mobile,2024-01-01 02:57:00,0,0,67
179,treatment,4,mobile,2024-01-01 02:58:00,0,0,71
180,control,3,mobile,2024-01-01 02:59:00,0,0,58
181,control,3,mobile,2024-01-01 03:00:00,0,0,88
182,control,2,mobile,2024-01-01 03:01:00,0,0,43
183,treatment,4,desktop,2024-01-01 03:02:00,0,0,154
184,treatment,3,desktop,2024-01-01 03:03:00,0,0,53
185,control,1,mobile,2024-01-01 03:04:00,0,0,94
186,treatment,1,mobile,2024-01-01 03:05:00,0,0,114
187,treatment,2,mobile,2024-01-01 03:06:00,0,0,126
188,treatment,2,mobile,2024-01-01 03:07:00,0,0,115
189,treatment,1,desktop,2024-01-01 03:08:00,0,0,106
190,control,6,desktop,2024-01-01 03:09:00,0,0,87
191,control,2,mobile,2024-01-01 03:10:00,0,0,80
192,treatment,5,mobile,2024-01-01 03:11:00,0,0,132
193,treatment,7,desktop,2024-01-01 03:12:00,1,0,146
194,treatment,5,mobile,2024-01-01 03:13:00,1,0,90
195,control,4,mobile,2024-01-01 03:14:00,0,0,101
196,control,3,desktop,2024-01-01 03:15:00,0,0,29
197,treatment,4,mobile,2024-01-01 03:16:00,0,0,117
198,treatment,1,mobile,2024-01-01 03:17:00,0,0,111
199,treatment,2,desktop,2024-01-01 03:18:00,0,0,85
200,treatment,4,mobile,2024-01-01 03:19:00,1,0,92
201,treatment,1,desktop,2024-01-01 03:20:00,0,0,84
202,control,4,mobile,2024-01-01 03:21:00,0,0,90
203,control,6,desktop,2024-01-01 03:22:00,0,0,99
204,treatment,3,desktop,2024-01-01 03:23:00,0,0,131
205,treatment,1,mobile,2024-01-01 03:24:00,0,0,176
206,control,2,desktop,2024-01-01 03:25:00,0,0,22
207,control,4,desktop,2024-01-01 03:26:00,0,0,113
208,treatment,3,mobile,2024-01-01 03:27:00,0,0,101
209,control,1,desktop,2024-01-01 03:28:00,0,0,84
210,control,7,desktop,2024-01-01 03:29:00,0,0,98
211,treatment,2,mobile,2024-01-01 03:30:00,0,0,161
212,treatment,5,mobile,2024-01-01 03:31:00,0,0,133
213,treatment,6,mobile,2024-01-01 03:32:00,0,0,41
214,control,1,mobile,2024-01-01 03:33:00,0,0,102
215,treatment,0,mobile,2024-01-01 03:34:00,0,0,119
216,control,2,mobile,2024-01-01 03:35:00,1,0,86
217,control,3,mobile,2024-01-01 03:36:00,0,0,96
218,treatment,5,mobile,2024-01-01 03:37:00,0,0,72
219,treatment,0,mobile,2024-01-01 03:38:00,0,0,138
220,treatment,0,mobile,2024-01-01 03:39:00,1,0,82
221,treatment,3,mobile,2024-01-01 03:40:00,0,0,114
222,treatment,4,desktop,2024-01-01 03:41:00,0,0,76
223,control,3,mobile,2024-01-01 03:42:00,0,0,81
224,control,4,mobile,2024-01-01 03:43:00,1,1,109
225,control,3,mobile,2024-01-01 03:44:00,0,0,56
226,control,5,mobile,2024-01-01 03:45:00,0,0,65
227,treatment,6,mobile,2024-01-01 03:46:00,0,0,79
228,control,3,desktop,2024-01-01 03:47:00,0,0,91
229,treatment,4,mobile,2024-01-01 03:48:00,0,0,134
230,treatment,1,desktop,2024-01-01 03:49:00,0,0,71
231,treatment,3,mobile,2024-01-01 03:50:00,0,0,107
232,treatment,3,mobile,2024-01-01 03:51:00,0,0,128
233,treatment,2,desktop,2024-01-01 03:52:00,0,0,137
234,control,4,desktop,2024-01-01 03:53:00,0,0,77
235,control,3,desktop,2024-01-01 03:54:00,0,0,139
236,treatment,5,desktop,2024-01-01 03:55:00,0,0,115
237,control,3,mobile,2024-01-01 03:56:00,0,0,95
238,control,3,desktop,2024-01-01 03:57:00,0,0,71
239,treatment,2,mobile,2024-01-01 03:58:00,0,0,98
240,control,0,desktop,2024-01-01 03:59:00,1,0,46
241,treatment,4,mobile,2024-01-01 04:00:00,0,0,123
242,treatment,3,mobile,2024-01-01 04:01:00,0,0,106
243,treatment,2,desktop,2024-01-01 04:02:00,0,0,120
244,control,4,mobile,2024-01-01 04:03:00,0,0,51
245,control,6,mobile,2024-01-01 04:04:00,0,0,58
246,treatment,4,mobile,2024-01-01 04:05:00,0,0,84
247,control,4,desktop,2024-01-01 04:06:00,0,0,167
248,treatment,2,desktop,2024-01-01 04:07:00,0,0,97
249,treatment,1,desktop,2024-01-01 04:08:00,0,0,77
250,treatment,1,desktop,2024-01-01 04:09:00,0,0,126
251,control,1,mobile,2024-01-01 04:10:00,0,0,30
252,control,4,mobile,2024-01-01 04:11:00,1,0,135
253,treatment,3,mobile,2024-01-01 04:12:00,0,0,41
254,control,4,mobile,2024-01-01 04:13:00,0,0,86
255,control,4,mobile,2024-01-01 04:14:00,0,0,142
256,treatment,2,mobile,2024-01-01 04:15:00,0,0,54
257,treatment,6,mobile,2024-01-01 04:16:00,0,0,106
258,treatment,3,desktop,2024-01-01 04:17:00,1,0,121
259,treatment,1,mobile,2024-01-01 04:18:00,0,0,154
260,control,3,desktop,2024-01-01 04:19:00,0,0,114
261,treatment,2,desktop,2024-01-01 04:20:00,0,0,63
262,treatment,2,desktop,2024-01-01 04:21:00,0,0,100
263,control,3,desktop,2024-01-01 04:22:00,0,0,78
264,treatment,3,mobile,2024-01-01 04:23:00,0,0,80
265,treatment,3,desktop,2024-01-01 04:24:00,0,0,108
266,treatment,3,desktop,2024-01-01 04:25:00,0,0,102
267,treatment,6,mobile,2024-01-01 04:26:00,0,0,126
268,treatment,6,desktop,2024-01-01 04:27:00,0,0,152
269,control,3,mobile,2024-01-01 04:28:00,0,0,62
270,control,3,mobile,2024-01-01 04:29:00,0,0,77
271,treatment,3,mobile,2024-01-01 04:30:00,0,0,69
272,treatment,2,desktop,2024-01-01 04:31:00,1,0,176
273,treatment,3,desktop,2024-01-01 04:32:00,0,0,136
274,treatment,3,desktop,2024-01-01 04:33:00,0,0,118
275,treatment,3,desktop,2024-01-01 04:34:00,1,0,99
276,treatment,1,mobile,2024-01-01 04:35:00,0,0,161
277,treatment,4,mobile,2024-01-01 04:36:00,0,0,99
278,treatment,1,desktop,2024-01-01 04:37:00,0,0,45
279,treatment,4,mobile,2024-01-01 04:38:00,0,0,114
280,treatment,2,mobile,2024-01-01 04:39:00,0,0,62
281,treatment,2,mobile,2024-01-01 04:40:00,1,0,114
282,control,5,mobile,2024-01-01 04:41:00,0,0,126
283,control,4,desktop,2024-01-01 04:42:00,0,0,167
284,control,1,mobile,2024-01-01 04:43:00,0,0,106
285,treatment,1,desktop,2024-01-01 04:44:00,0,0,135
286,control,5,desktop,2024-01-01 04:45:00,1,0,130
287,control,3,mobile,2024-01-01 04:46:00,0,0,149
288,treatment,1,mobile,2024-01-01 04:47:00,1,0,119
289,control,1,mobile,2024-01-01 04:48:00,0,0,83
290,treatment,5,desktop,2024-01-01 04:49:00,0,0,82
291,control,4,mobile,2024-01-01 04:50:00,0,0,100
292,control,4,mobile,2024-01-01 04:51:00,0,0,116
293,treatment,1,desktop,2024-01-01 04:52:00,0,0,50
294,control,0,mobile,2024-01-01 04:53:00,0,0,124
295,control,4,desktop,2024-01-01 04:54:00,0,0,76
296,treatment,2,desktop,2024-01-01 04:55:00,1,1,94
297,treatment,4,mobile,2024-01-01 04:56:00,0,0,129
298,control,1,desktop,2024-01-01 04:57:00,0,0,71
299,treatment,1,mobile,2024-01-01 04:58:00,0,0,97
300,control,4,desktop,2024-01-01 04:59:00,0,0,112
301,control,2,desktop,2024-01-01 05:00:00,0,0,86
302,treatment,1,mobile,2024-01-01 05:01:00,0,0,87
303,treatment,1,mobile,2024-01-01 05:02:00,0,0,88
304,treatment,3,desktop,2024-01-01 05:03:00,1,0,159
305,treatment,4,mobile,2024-01-01 05:04:00,0,0,136
306,treatment,2,desktop,2024-01-01 05:05:00,0,0,81
307,treatment,2,mobile,2024-01-01 05:06:00,0,0,152
308,control,4,mobile,2024-01-01 05:07:00,0,0,122
309,treatment,3,desktop,2024-01-01 05:08:00,0,0,122
310,control,1,mobile,2024-01-01 05:09:00,1,1,75
311,control,1,desktop,2024-01-01 05:10:00,0,0,96
312,control,3,mobile,2024-01-01 05:11:00,0,0,117
313,control,2,mobile,2024-01-01 05:12:00,0,0,116
314,treatment,3,desktop,2024-01-01 05:13:00,0,0,113
315,treatment,2,mobile,2024-01-01 05:14:00,0,0,113
316,treatment,6,desktop,2024-01-01 05:15:00,0,0,101
317,control,7,desktop,2024-01-01 05:16:00,0,0,109
318,control,4,desktop,2024-01-01 05:17:00,0,0,78
319,control,2,desktop,2024-01-01 05:18:00,0,0,80
320,control,2,mobile,2024-01-01 05:19:00,0,0,141
321,treatment,0,desktop,2024-01-01 05:20:00,1,0,108
322,treatment,5,mobile,2024-01-01 05:21:00,0,0,118
323,treatment,2,mobile,2024-01-01 05:22:00,0,0,137
324,control,4,mobile,2024-01-01 05:23:00,0,0,132
325,treatment,4,mobile,2024-01-01 05:24:00,0,0,129
326,treatment,4,desktop,2024-01-01 05:25:00,0,0,37
327,treatment,5,mobile,2024-01-01 05:26:00,1,0,121
328,treatment,3,mobile,2024-01-01 05:27:00,0,0,107
329,control,3,mobile,2024-01-01 05:28:00,0,0,82
330,control,5,mobile,2024-01-01 05:29:00,0,0,43
331,control,4,desktop,2024-01-01 05:30:00,0,0,117
332,treatment,3,mobile,2024-01-01 05:31:00,1,0,113
333,control,4,mobile,2024-01-01 05:32:00,0,0,96
334,control,3,mobile,2024-01-01 05:33:00,0,0,91
335,control,3,mobile,2024-01-01 05:34:00,0,0,106
336,control,4,mobile,2024-01-01 05:35:00,0,0,16
337,treatment,3,mobile,2024-01-01 05:36:00,0,0,104
338,treatment,1,mobile,2024-01-01 05:37:00,0,0,98
339,control,3,mobile,2024-01-01 05:38:00,0,0,102
340,control,2,mobile,2024-01-01 05:39:00,0,0,54
341,control,2,desktop,2024-01-01 05:40:00,0,0,102
342,control,4,mobile,2024-01-01 05:41:00,1,0,128
343,control,4,desktop,2024-01-01 05:42:00,0,0,95
344,control,1,desktop,2024-01-01 05:43:00,0,0,68
345,control,7,mobile,2024-01-01 05:44:00,0,0,69
346,treatment,3,desktop,2024-01-01 05:45:00,0,0,78
347,treatment,2,desktop,2024-01-01 05:46:00,0,0,95
348,control,6,desktop,2024-01-01 05:47:00,0,0,100
349,control,0,mobile,2024-01-01 05:48:00,0,0,88
350,treatment,6,mobile,2024-01-01 05:49:00,0,0,26
351,treatment,3,mobile,2024-01-01 05:50:00,0,0,77
352,treatment,3,mobile,2024-01-01 05:51:00,0,0,132
353,treatment,5,desktop,2024-01-01 05:52:00,0,0,81
354,control,5,desktop,2024-01-01 05:53:00,0,0,99
355,control,2,mobile,2024-01-01 05:54:00,1,0,128
356,treatment,4,desktop,2024-01-01 05:55:00,0,0,120
357,control,3,desktop,2024-01-01 05:56:00,0,0,98
358,treatment,6,mobile,2024-01-01 05:57:00,0,0,79
359,treatment,1,mobile,2024-01-01 05:58:00,1,0,121
360,treatment,3,mobile,2024-01-01 05:59:00,0,0,118
361,control,5,desktop,2024-01-01 06:00:00,0,0,100
362,treatment,3,desktop,2024-01-01 06:01:00,0,0,108
363,control,2,mobile,2024-01-01 06:02:00,0,0,102
364,treatment,0,mobile,2024-01-01 06:03:00,0,0,145
365,treatment,1,desktop,2024-01-01 06:04:00,0,0,148
366,control,4,desktop,2024-01-01 06:05:00,0,0,74
367,treatment,6,mobile,2024-01-01 06:06:00,0,0,142
368,treatment,2,mobile,2024-01-01 06:07:00,0,0,78
369,control,4,desktop,2024-01-01 06:08:00,0,0,115
370,control,1,mobile,2024-01-01 06:09:00,0,0,95
371,control,1,mobile,2024-01-01 06:10:00,0,0,147
372,control,9,desktop,2024-01-01 06:11:00,0,0,99
373,control,2,mobile,2024-01-01 06:12:00,1,1,107
374,treatment,2,desktop,2024-01-01 06:13:00,1,0,101
375,control,3,mobile,2024-01-01 06:14:00,0,0,54
376,control,4,mobile,2024-01-01 06:15:00,0,0,108
377,treatment,2,mobile,2024-01-01 06:16:00,0,0,34
378,control,1,mobile,2024-01-01 06:17:00,0,0,109
379,treatment,2,mobile,2024-01-01 06:18:00,0,0,92
380,control,1,desktop,2024-01-01 06:19:00,0,0,118
381,control,0,mobile,2024-01-01 06:20:00,0,0,107
382,treatment,3,desktop,2024-01-01 06:21:00,0,0,126
383,treatment,2,mobile,2024-01-01 06:22:00,0,0,123
384,treatment,6,mobile,2024-01-01 06:23:00,0,0,148
385,treatment,2,mobile,2024-01-01 06:24:00,1,0,99
386,treatment,2,desktop,2024-01-01 06:25:00,0,0,137
387,control,2,mobile,2024-01-01 06:26:00,0,0,91
388,control,6,mobile,2024-01-01 06:27:00,0,0,123
389,treatment,1,desktop,2024-01-01 06:28:00,0,0,124
390,treatment,4,mobile,2024-01-01 06:29:00,0,0,145
391,treatment,4,mobile,2024-01-01 06:30:00,0,0,129
392,control,2,mobile,2024-01-01 06:31:00,0,0,101
393,control,3,desktop,2024-01-01 06:32:00,0,0,102
394,treatment,0,mobile,2024-01-01 06:33:00,0,0,93
395,control,3,desktop,2024-01-01 06:34:00,0,0,91
396,treatment,4,desktop,2024-01-01 06:35:00,0,0,59
397,treatment,2,desktop,2024-01-01 06:36:00,0,0,166
398,control,4,mobile,2024-01-01 06:37:00,0,0,94
399,treatment,0,desktop,2024-01-01 06:38:00,1,1,113
400,treatment,2,mobile,2024-01-01 06:39:00,0,0,133
401,control,4,mobile,2024-01-01 06:40:00,0,0,83
402,treatment,4,mobile,2024-01-01 06:41:00,0,0,70
403,treatment,2,desktop,2024-01-01 06:42:00,0,0,127
404,treatment,3,mobile,2024-01-01 06:43:00,0,0,149
405,control,4,mobile,2024-01-01 06:44:00,0,0,117
406,treatment,4,desktop,2024-01-01 06:45:00,0,0,51
407,control,3,mobile,2024-01-01 06:46:00,0,0,71
408,control,3,mobile,2024-01-01 06:47:00,0,0,72
409,treatment,3,desktop,2024-01-01 06:48:00,0,0,62
410,control,2,desktop,2024-01-01 06:49:00,0,0,123
411,control,3,mobile,2024-01-01 06:50:00,0,0,94
412,treatment,4,mobile,2024-01-01 06:51:00,0,0,104
413,treatment,5,desktop,2024-01-01 06:52:00,0,0,87
414,treatment,5,mobile,2024-01-01 06:53:00,1,0,103
415,treatment,1,mobile,2024-01-01 06:54:00,0,0,126
416,control,5,desktop,2024-01-01 06:55:00,0,0,48
417,control,4,mobile,2024-01-01 06:56:00,0,0,130
418,control,2,mobile,2024-01-01 06:57:00,0,0,119
419,treatment,2,mobile,2024-01-01 06:58:00,0,0,104
420,treatment,1,mobile,2024-01-01 06:59:00,0,0,102
421,treatment,3,desktop,2024-01-01 07:00:00,0,0,117
422,treatment,5,mobile,2024-01-01 07:01:00,0,0,111
423,control,1,mobile,2024-01-01 07:02:00,0,0,56
424,control,2,desktop,2024-01-01 07:03:00,0,0,109
425,control,3,mobile,2024-01-01 07:04:00,0,0,45
426,treatment,3,desktop,2024-01-01 07:05:00,0,0,137
427,control,3,mobile,2024-01-01 07:06:00,0,0,81
428,treatment,3,desktop,2024-01-01 07:07:00,0,0,135
429,control,5,mobile,2024-01-01 07:08:00,0,0,75
430,control,4,mobile,2024-01-01 07:09:00,0,0,125
431,control,3,mobile,2024-01-01 07:10:00,1,0,67
432,treatment,5,desktop,2024-01-01 07:11:00,0,0,83
433,treatment,4,desktop,2024-01-01 07:12:00,0,0,64
434,control,1,desktop,2024-01-01 07:13:00,0,0,106
435,control,3,mobile,2024-01-01 07:14:00,0,0,59
436,treatment,3,mobile,2024-01-01 07:15:00,0,0,91
437,control,1,desktop,2024-01-01 07:16:00,1,0,129
438,treatment,5,desktop,2024-01-01 07:17:00,0,0,99
439,treatment,3,desktop,2024-01-01 07:18:00,0,0,92
440,control,2,mobile,2024-01-01 07:19:00,0,0,89
441,control,3,mobile,2024-01-01 07:20:00,0,0,74
442,treatment,3,mobile,2024-01-01 07:21:00,0,0,73
443,control,3,mobile,2024-01-01 07:22:00,0,0,108
444,control,1,desktop,2024-01-01 07:23:00,0,0,32
445,treatment,5,desktop,2024-01-01 07:24:00,1,0,101
446,treatment,1,mobile,2024-01-01 07:25:00,0,0,73
447,treatment,4,mobile,2024-01-01 07:26:00,0,0,112
448,treatment,2,mobile,2024-01-01 07:27:00,0,0,106
449,control,3,desktop,2024-01-01 07:28:00,0,0,130
450,control,4,desktop,2024-01-01 07:29:00,0,0,96
451,treatment,3,mobile,2024-01-01 07:30:00,0,0,133
452,treatment,8,desktop,2024-01-01 07:31:00,0,0,129
453,control,2,mobile,2024-01-01 07:32:00,0,0,77
454,treatment,2,mobile,2024-01-01 07:33:00,0,0,81
455,control,1,desktop,2024-01-01 07:34:00,0,0,87
456,control,1,desktop,2024-01-01 07:35:00,0,0,104
457,control,5,desktop,2024-01-01 07:36:00,0,0,119
458,control,2,mobile,2024-01-01 07:37:00,0,0,100
459,control,0,mobile,2024-01-01 07:38:00,0,0,116
460,control,2,mobile,2024-01-01 07:39:00,0,0,81
461,control,5,mobile,2024-01-01 07:40:00,0,0,188
462,treatment,4,mobile,2024-01-01 07:41:00,1,0,99
463,treatment,4,mobile,2024-01-01 07:42:00,0,0,90
464,treatment,4,mobile,2024-01-01 07:43:00,1,0,134
